Cedric Badolo,560K €,Sheriff,Moldova,Super Liga,BUR,4 Nov 1998,25 yrs,170 cm,Right,M,10,50,48,32,33,50,0,0,0,0,6.88,25
Jerome Mbekeli,580K €,Sheriff,Moldova,Super Liga,CMR,30 Sept 1998,25 yrs,175 cm,Both,M,17,57,65,27,30,53,0,0,0,0,7.04,24
João Paulo,520K €,Sheriff,Moldova,Super Liga,CPV,26 May 1998,25 yrs,176 cm,Left,M,8,51,58,43,46,53,0,0,0,0,7.05,30
Peter Oluwaseun Ademo,670K €,Sheriff,Moldova,Super Liga,NGR,11 Jan 2003,21 yrs,184 cm,Left,M,69,51,62,47,46,49,0,0,0,0,7.08,16
Tyler Reid,325K €,Sheriff,Moldova,Super Liga,ENG,2 Sept 1997,26 yrs,186 cm,Right,M,20,54,76,37,41,54,0,0,0,0,7.33,26
Armel Zohouri,570K €,Sheriff,Moldova,Super Liga,CIV,5 Apr 2001,23 yrs,176 cm,Right,D,20,38,51,41,57,46,0,0,0,0,7.11,19
Konstantinos Apostolakis,320K €,Sheriff,Moldova,Super Liga,GRE,28 May 1999,24 yrs,178 cm,Right,D,16,40,49,42,53,44,0,0,0,0,6.85,18
Cristian Tovar,755K €,Sheriff,Moldova,Super Liga,COL,6 May 1998,25 yrs,182 cm,Right,D,23,38,45,60,72,36,0,0,0,0,6.96,30
Alejandro Artunduaga,245K €,Sheriff,Moldova,Super Liga,COL,9 Sept 1997,26 yrs,174 cm,Left,D,28,39,54,36,51,40,0,0,0,0,6.9,21
Didier Bueno,260K €,Sheriff,Moldova,Super Liga,COL,30 Oct 2000,23 yrs,190 cm,Right,D,3,39,47,59,69,41,0,0,0,0,7.26,11
Bernardo Vilar,230K €,Sheriff,Moldova,Super Liga,BRA,12 Feb 1998,26 yrs,194 cm,Left,D,33,34,42,50,59,35,0,0,0,0,7.01,17
Sergiu Plătică,265K €,FC Petrocub Hîncesti,Moldova,Super Liga,MDA,9 Jun 1991,32 yrs,185 cm,Right,D,13,56,72,48,48,53,0,0,0,0,7.56,20
Vadim Bolohan,73K €,FC Milsami Orhei,Moldova,Super Liga,MDA,15 Aug 1986,37 yrs,188 cm,Right,D,23,38,54,58,58,45,0,0,0,0,7.38,16
Amy Recha,52K €,Albirex Niigata Singapore,Singapore,Premier League,SIN,13 May 1992,31 yrs,171 cm,Right,F,7,57,56,39,30,42,0,0,0,0,6.76,23
Koki Kawachi,120K €,Albirex Niigata Singapore,Singapore,Premier League,JPN,10 May 2000,23 yrs,180 cm,Right,D,4,39,48,51,56,41,0,0,0,0,7.05,17
Hassan Sunny,55K €,Albirex Niigata Singapore,Singapore,Premier League,SIN,2 Apr 1984,40 yrs,185 cm,Left,G,18,0,0,24,0,0,57,32,46,54,6.82,18
Richairo Živković,625K €,Lion City Sailors,Singapore,Premier League,CUW,5 Sept 1996,27 yrs,186 cm,Right,F,34,63,53,46,30,43,0,0,0,0,7.36,27
Shawal Anuar,105K €,Lion City Sailors,Singapore,Premier League,SIN,29 Apr 1991,32 yrs,164 cm,Right,F,7,64,59,47,31,46,0,0,0,0,7.27,27
Maxime Lestienne,1.1M €,Lion City Sailors,Singapore,Premier League,BEL,17 Jun 1992,31 yrs,176 cm,Left,M,17,72,87,50,35,73,0,0,0,0,8.69,27
Bart Ramselaar,2.1M €,Lion City Sailors,Singapore,Premier League,NED,29 Jun 1996,27 yrs,180 cm,Right,M,23,61,63,42,36,55,0,0,0,0,6.74,17
Anumanthan Kumar,73K €,Lion City Sailors,Singapore,Premier League,SIN,14 Jul 1994,29 yrs,178 cm,Right,M,6,45,54,46,46,45,0,0,0,0,6.86,28
Hariss Harun,185K €,Lion City Sailors,Singapore,Premier League,SIN,19 Nov 1990,33 yrs,178 cm,Right,D,14,37,47,39,46,41,0,0,0,0,6.65,28
Christopher Van Huizen,72K €,Lion City Sailors,Singapore,Premier League,SIN,28 Nov 1992,31 yrs,170 cm,Right,D,22,44,58,36,47,47,0,0,0,0,6.94,19
Lionel Tan,110K €,Lion City Sailors,Singapore,Premier League,SIN,5 Jun 1997,26 yrs,183 cm,Right,D,5,36,46,45,54,37,0,0,0,0,6.78,24
Zulqarnaen Suzliman,72K €,Lion City Sailors,Singapore,Premier League,SIN,29 Mar 1998,26 yrs,174 cm,Right,D,19,38,51,33,50,39,0,0,0,0,6.6,23
Hafiz Nor,52K €,Lion City Sailors,Singapore,Premier League,SIN,22 Aug 1988,35 yrs,166 cm,Right,D,11,46,58,36,44,48,0,0,0,0,6.87,18
Zharfan Rohaizad,130K €,Lion City Sailors,Singapore,Premier League,SIN,21 Feb 1997,27 yrs,180 cm,Right,G,28,0,0,11,0,0,48,14,48,50,6.8,22
Boris Kopitović,310K €,Tampines Rovers,Singapore,Premier League,MNE,27 Apr 1995,28 yrs,189 cm,Both,F,9,74,75,49,22,49,0,0,0,0,7.64,21
Faris Ramli,165K €,Tampines Rovers,Singapore,Premier League,SIN,24 Aug 1992,31 yrs,168 cm,Right,M,30,64,77,40,32,53,0,0,0,0,7.48,18
Kyoga Nakamura,215K €,Tampines Rovers,Singapore,Premier League,JPN,25 Apr 1996,27 yrs,166 cm,Left,M,8,56,73,47,39,61,0,0,0,0,7.77,21
Shuya Yamashita,115K €,Tampines Rovers,Singapore,Premier League,JPN,16 Apr 1999,24 yrs,180 cm,Right,D,4,34,45,54,59,39,0,0,0,0,6.95,22
Miloš Zlatković,230K €,Tampines Rovers,Singapore,Premier League,SRB,1 Jan 1997,27 yrs,182 cm,Left,D,19,35,47,51,57,42,0,0,0,0,7.19,14
Glenn Kweh,73K €,Tampines Rovers,Singapore,Premier League,SIN,26 Mar 2000,24 yrs,172 cm,Left,D,39,41,54,32,40,46,0,0,0,0,6.7,21
Irfan Najeeb,105K €,Tampines Rovers,Singapore,Premier League,SIN,31 Jul 1999,24 yrs,178 cm,Right,D,23,36,55,43,53,42,0,0,0,0,6.88,19
Syazwan Buhari,115K €,Tampines Rovers,Singapore,Premier League,SIN,22 Aug 1992,31 yrs,172 cm,Right,G,24,0,0,11,0,0,52,12,54,50,6.98,20
Masahiro Sugita,140K €,Balestier Central,Singapore,Premier League,JPN,24 Nov 1999,24 yrs,164 cm,Right,M,7,57,72,27,27,55,0,0,0,0,7.27,18
Alen Kozar,190K €,Balestier Central,Singapore,Premier League,SLO,7 Apr 1995,28 yrs,174 cm,Right,M,7,50,57,37,33,51,0,0,0,0,6.85,15
Madhu Mohana,68K €,Balestier Central,Singapore,Premier League,SIN,6 Mar 1991,33 yrs,183 cm,Right,D,6,39,48,56,56,43,0,0,0,0,6.74,15
Ryoya Taniguchi,245K €,Geylang International,Singapore,Premier League,JPN,31 Aug 1999,24 yrs,175 cm,Right,M,13,67,75,44,26,62,0,0,0,0,7.8,18
Joshua Bernard Pereira,160K €,Geylang International,Singapore,Premier League,SIN,10 Oct 1997,26 yrs,178 cm,Right,M,4,44,58,34,40,46,0,0,0,0,6.92,18
Rio Sakuma,130K €,Geylang International,Singapore,Premier League,JPN,14 Apr 1997,26 yrs,179 cm,Right,D,4,37,48,54,54,40,0,0,0,0,6.79,18
Halim Hazzuwan,73K €,Hougang United,Singapore,Premier League,SIN,2 Feb 1994,30 yrs,169 cm,Right,M,11,52,50,28,28,42,0,0,0,0,6.54,19
Nazrul Nazari,105K €,Hougang United,Singapore,Premier League,SIN,11 Feb 1991,33 yrs,165 cm,Right,D,4,42,54,28,37,48,0,0,0,0,6.56,29
Anders Aplin,80K €,Hougang United,Singapore,Premier League,SIN,21 Jun 1991,32 yrs,180 cm,Right,D,2,37,53,41,51,42,0,0,0,0,6.57,20
Jordan Vestering,80K €,Hougang United,Singapore,Premier League,SIN,25 Sept 2000,23 yrs,177 cm,Right,D,3,34,44,39,47,39,0,0,0,0,6.52,21
Zaiful Nizam,52K €,Hougang United,Singapore,Premier League,SIN,24 Jul 1987,36 yrs,174 cm,Right,G,19,0,0,11,0,0,40,11,51,44,6.89,25
Azwan Ali Rahman,48K €,Brunei DPMM FC,Singapore,Premier League,BRU,11 Jan 1992,32 yrs,165 cm,Right,M,7,58,68,35,31,59,0,0,0,0,7.18,15
Hanif Hamir,78K €,Brunei DPMM FC,Singapore,Premier League,BRU,22 Feb 1997,27 yrs,184 cm,Right,D,24,33,42,35,49,37,0,0,0,0,6.49,19
Yura Indera Putera,94K €,Brunei DPMM FC,Singapore,Premier League,BRU,25 Mar 1996,28 yrs,183 cm,Right,D,23,35,50,39,44,40,0,0,0,0,6.5,19
Najib Tarif,73K €,Brunei DPMM FC,Singapore,Premier League,BRU,5 Feb 1988,36 yrs,170 cm,Left,D,11,37,50,36,42,41,0,0,0,0,6.59,18
Edward Sarpong,230K €,Birkirkara FC,Malta,Premier League,GHA,8 Jan 1997,27 yrs,175 cm,Left,D,36,38,50,40,47,42,0,0,0,0,6.89,22
Olivier Rommens,220K €,Balzan F.C.,Malta,Premier League,BEL,3 Feb 1995,29 yrs,177 cm,Right,M,14,50,61,40,42,51,0,0,0,0,7.0,16
Jelle Goselink,190K €,Phnom Penh Crown,Cambodia,Cambodian Premier League,NED,31 Jul 1999,24 yrs,189 cm,Right,F,10,55,46,47,33,37,0,0,0,0,6.67,11
Higor Leite,130K €,Sheikh Jamal DC,Bangladesh,Premier League,BRA,2 Jun 1993,30 yrs,177 cm,Right,M,10,50,48,43,41,50,0,0,0,0,6.83,18
Tjay De Barr,140K €,Lincoln Red Imps,Gibraltar,Football League,GIB,13 Mar 2000,24 yrs,175 cm,Right,F,29,51,43,28,22,44,0,0,0,0,6.52,21
